RefId,IsBadBuy,VehicleAge,PriceDifferential,UsageIntensity,IsManual
53,0,4.00,-733.00,10229.75,0.00
54,0,5.00,-1044.00,17528.60,0.00
55,0,5.00,-576.00,16193.60,1.00
56,0,4.00,-662.00,12577.00,0.00
57,0,3.00,-504.00,26931.67,0.00
58,0,4.00,0.00,15559.75,0.00
59,1,6.00,-447.00,14501.33,0.00
60,0,4.00,-446.00,16015.00,0.00
61,0,8.00,-759.00,9709.63,0.00
62,0,7.00,63.00,8412.57,0.00
63,0,4.00,-1232.00,15889.25,0.00
64,1,7.00,577.00,12860.86,0.00
65,0,5.00,-1081.00,17941.00,0.00
66,0,6.00,-32.00,10751.83,0.00
67,1,5.00,806.00,15102.60,0.00
68,0,4.00,181.00,20152.00,0.00
69,1,9.00,-365.00,10617.56,0.00
70,0,3.00,-432.00,11932.00,0.00
71,0,4.00,-19.00,20875.25,0.00
72,0,3.00,-367.00,23382.67,0.00
73,0,4.00,-231.00,19013.00,0.00
74,0,4.00,-819.00,18119.75,0.00
75,0,5.00,-499.00,16908.40,0.00
76,0,5.00,-1262.00,12216.20,0.00
77,1,9.00,-1116.00,9609.22,0.00
78,0,4.00,-371.00,10974.50,0.00
79,0,4.00,-334.00,14334.50,0.00
80,1,7.00,-252.00,8489.29,0.00
81,0,5.00,-456.00,15991.40,0.00
82,0,7.00,-754.00,11222.71,0.00
83,0,3.00,-863.00,16128.67,0.00
84,0,7.00,-1534.00,11445.29,0.00
85,0,6.00,-356.00,10965.83,1.00
86,0,5.00,-412.00,10229.00,0.00
87,0,6.00,62.00,14727.67,0.00
88,0,5.00,-970.00,11181.80,0.00
89,0,5.00,484.00,17340.40,0.00
90,0,4.00,-212.00,20356.00,0.00
91,0,6.00,-1043.00,10896.50,0.00
92,0,6.00,-745.00,12492.33,0.00
93,0,8.00,-1123.00,6166.00,0.00
94,0,7.00,-554.00,10544.29,1.00
95,0,3.00,-675.00,14470.67,0.00
96,0,6.00,87.00,13068.67,0.00
97,0,6.00,-1168.00,12337.67,0.00
98,1,8.00,-905.00,8102.75,0.00
99,0,6.00,-855.00,13415.17,0.00
100,0,5.00,0.00,17000.60,0.00
101,0,4.00,-379.00,16427.75,0.00
102,0,5.00,-720.00,11212.80,0.00
103,0,4.00,-1029.00,15557.50,0.00
104,0,3.00,-199.00,20730.00,0.00
105,0,5.00,-566.00,13485.20,0.00
106,0,6.00,-305.00,12634.33,0.00
107,0,5.00,-9.00,17798.20,0.00
108,0,3.00,-3032.00,29949.67,0.00
109,0,4.00,-350.00,20334.50,0.00
110,0,5.00,-284.00,16015.40,0.00
111,0,8.00,-27.00,9654.13,0.00
112,0,5.00,-195.00,13336.20,0.00
113,0,9.00,-352.00,9169.56,0.00
114,0,3.00,101.00,27310.00,0.00
115,0,4.00,1783.00,18532.75,0.00
116,0,7.00,51.00,10345.29,0.00
117,0,3.00,-245.00,21372.67,0.00
118,0,5.00,-498.00,14284.60,0.00
119,0,6.00,-204.00,10775.00,0.00
120,0,5.00,-419.00,17077.60,0.00
121,0,6.00,192.00,15907.17,0.00
122,0,4.00,956.00,17334.25,0.00
123,0,3.00,154.00,15521.00,0.00
124,0,6.00,-983.00,14150.83,1.00
125,0,3.00,-366.00,23687.33,0.00
126,0,4.00,-418.00,20249.75,0.00
127,0,3.00,-2178.00,22181.67,0.00
128,0,6.00,708.00,11297.50,1.00
129,0,3.00,-330.00,23984.00,0.00
130,0,4.00,511.00,17685.25,0.00
131,0,7.00,266.00,13474.00,0.00
132,0,5.00,908.00,13888.00,0.00
133,0,5.00,22.00,10853.60,0.00
134,1,7.00,0.00,8438.86,0.00
135,0,6.00,1068.00,14338.00,0.00
136,0,6.00,-37.00,10779.50,0.00
137,0,7.00,163.00,9839.14,0.00
138,1,7.00,227.00,9222.00,0.00
139,0,5.00,2270.00,14797.60,1.00
140,0,4.00,160.00,5970.25,1.00
141,0,3.00,531.00,16844.00,0.00
142,1,5.00,350.00,12110.80,0.00
143,0,7.00,741.00,13079.71,0.00
144,1,9.00,-430.00,7041.89,0.00
145,0,6.00,80.00,9898.50,0.00
146,0,3.00,-106.00,14789.00,0.00
147,0,5.00,661.00,8903.00,0.00
148,0,9.00,330.00,9248.67,0.00
149,0,8.00,223.00,11566.50,0.00
150,0,3.00,548.00,22721.67,0.00
151,0,6.00,262.00,14629.17,0.00
152,0,9.00,215.00,9601.56,0.00
153,0,4.00,823.00,9035.50,0.00
154,0,6.00,375.00,13464.67,0.00
155,0,5.00,-269.00,18669.20,0.00
156,1,3.00,204.00,24654.33,0.00
157,0,3.00,607.00,22727.67,0.00
158,0,5.00,612.00,12967.80,0.00
159,0,8.00,-210.00,9435.50,1.00
160,0,6.00,-692.00,9881.17,0.00
161,0,4.00,141.00,15787.75,0.00
162,0,5.00,-442.00,9339.00,0.00
163,0,7.00,78.00,8413.86,0.00
164,0,5.00,-44.00,13072.60,0.00
165,0,8.00,-150.00,9404.63,0.00
166,0,4.00,238.00,21260.50,0.00
167,0,4.00,662.00,21925.25,0.00
168,0,7.00,350.00,13259.43,0.00
169,0,7.00,787.00,13888.71,0.00
170,0,5.00,349.00,14745.20,0.00
171,0,5.00,941.00,9510.00,0.00
172,0,6.00,818.00,10513.17,0.00
173,0,6.00,205.00,10677.33,0.00
174,0,7.00,196.00,12575.29,0.00
175,0,5.00,266.00,16432.80,0.00
176,0,4.00,510.00,21190.75,0.00
177,0,5.00,235.00,10422.60,0.00
178,0,3.00,99.00,16631.00,0.00
179,0,7.00,421.00,13254.57,0.00
180,0,4.00,421.00,11500.25,0.00
181,1,6.00,908.00,10498.33,0.00
182,1,6.00,43.00,13165.33,0.00
183,0,4.00,239.00,16114.50,0.00
184,1,6.00,662.00,10087.00,0.00
185,1,8.00,-638.00,9215.63,0.00
186,0,4.00,842.00,17803.50,0.00
187,0,6.00,954.00,10088.33,0.00
188,0,5.00,1102.00,13339.00,0.00
189,0,4.00,478.00,22257.50,0.00
190,0,4.00,-711.00,9106.25,0.00
191,0,5.00,559.00,11764.60,0.00
192,0,5.00,-733.00,14518.40,0.00
193,0,4.00,1153.00,19753.75,0.00
194,0,8.00,361.00,11083.38,0.00
195,0,4.00,377.00,14624.75,0.00
196,0,5.00,629.00,19005.00,0.00
197,0,2.00,-47.00,25322.00,0.00
198,0,4.00,23.00,22208.00,0.00
199,0,7.00,158.00,9720.00,0.00
200,0,3.00,401.00,19461.33,0.00
201,0,3.00,600.00,26428.00,0.00
202,0,6.00,726.00,13484.33,0.00
203,0,6.00,295.00,15668.50,0.00
204,0,8.00,916.00,10859.38,0.00
205,0,3.00,127.00,20439.67,0.00
206,0,6.00,1211.00,13222.17,0.00
207,0,7.00,82.00,13271.00,0.00
208,0,5.00,227.00,11960.20,0.00
209,0,5.00,729.00,15021.60,1.00
210,0,7.00,340.00,9670.86,0.00
211,0,5.00,-345.00,10077.00,0.00
212,0,5.00,561.00,11690.00,0.00
213,0,4.00,503.00,18767.50,1.00
214,0,4.00,296.00,18467.50,0.00
215,0,3.00,909.00,14511.67,1.00
216,0,4.00,34.00,13920.75,1.00
217,0,5.00,191.00,11736.20,0.00
218,0,4.00,587.00,15698.75,0.00
219,0,6.00,-257.00,12863.00,0.00
220,1,5.00,472.00,13886.00,0.00
221,0,4.00,-140.00,21616.50,0.00
222,0,4.00,631.00,17370.00,0.00
223,0,7.00,247.00,12334.86,0.00
224,0,8.00,265.00,9878.75,0.00
225,0,8.00,948.00,11813.25,0.00
226,0,4.00,466.00,19446.50,0.00
227,0,5.00,457.00,13486.00,0.00
228,0,6.00,437.00,12234.83,1.00
229,0,3.00,315.00,20067.00,0.00
230,0,3.00,1197.00,16432.00,0.00
231,1,4.00,306.00,15328.75,0.00
232,0,4.00,632.00,21113.50,1.00
233,0,5.00,-705.00,17052.40,0.00
234,0,2.00,254.00,36496.50,0.00
235,0,5.00,873.00,17953.80,1.00
236,0,5.00,647.00,13710.00,0.00
237,0,4.00,413.00,15738.75,0.00
238,0,5.00,21.00,15020.20,0.00
239,0,5.00,-388.00,17634.60,0.00
240,0,4.00,619.00,13197.75,0.00
241,0,5.00,364.00,17066.80,0.00
242,0,3.00,-162.00,23010.00,0.00
243,0,5.00,1165.00,12911.00,0.00
244,0,9.00,669.00,7381.44,0.00
245,0,5.00,260.00,15410.00,0.00
246,0,4.00,239.00,21097.00,0.00
247,0,4.00,-215.00,13216.50,1.00
248,0,7.00,-222.00,6525.71,0.00
249,0,3.00,760.00,21165.33,1.00
250,1,9.00,0.00,8732.56,0.00
251,0,8.00,211.00,11674.38,0.00
252,0,4.00,380.00,13365.75,1.00
253,0,6.00,1469.00,13846.83,0.00
254,0,6.00,690.00,12193.17,0.00
255,0,4.00,440.00,18789.25,0.00
256,0,5.00,44.00,14703.20,1.00
257,0,6.00,106.00,10909.83,0.00
258,0,9.00,279.00,10310.22,0.00
259,0,6.00,66.00,13711.83,0.00
260,0,5.00,-116.00,17744.60,0.00
261,0,5.00,-280.00,14404.00,0.00
262,0,5.00,366.00,15476.00,0.00
263,0,4.00,344.00,12693.25,0.00
264,0,5.00,11.00,11785.80,0.00
265,0,8.00,-221.00,9987.25,0.00
266,0,4.00,-391.00,22943.25,0.00
267,0,6.00,613.00,10378.50,0.00
268,1,4.00,333.00,16642.00,0.00
269,1,3.00,315.00,21026.33,0.00
270,0,8.00,-181.00,10269.75,0.00
271,0,6.00,527.00,10056.67,1.00
272,0,5.00,834.00,18594.80,0.00
273,0,5.00,-1186.00,14994.00,0.00
274,0,3.00,403.00,20744.33,0.00
275,1,6.00,0.00,13180.17,0.00
276,0,7.00,-218.00,7965.14,1.00
277,0,3.00,796.00,17880.67,0.00
278,0,3.00,448.00,24610.33,0.00
279,0,3.00,444.00,29509.33,0.00
280,0,6.00,-102.00,15678.50,0.00
281,0,3.00,-158.00,12945.67,0.00
282,1,3.00,485.00,29814.33,0.00
283,0,6.00,510.00,16263.50,0.00
284,0,4.00,545.00,21473.50,0.00
285,0,3.00,525.00,17591.67,0.00
286,0,2.00,-63.00,26772.00,0.00
287,0,4.00,253.00,17086.00,0.00
288,0,4.00,461.00,19927.00,0.00
289,0,6.00,90.00,13225.33,0.00
290,0,4.00,14.00,17806.75,0.00
291,0,5.00,-255.00,8759.00,1.00
292,0,2.00,-207.00,39993.00,0.00
293,0,8.00,468.00,9204.75,0.00
294,0,6.00,292.00,12449.50,0.00
295,0,4.00,1007.00,21087.25,0.00
296,0,5.00,461.00,13980.40,0.00
297,0,2.00,4.00,35261.50,0.00
298,0,4.00,155.00,15977.00,0.00
299,0,4.00,316.00,13433.50,0.00
300,1,2.00,-54.00,25644.00,0.00
301,0,5.00,879.00,8302.60,0.00
302,0,6.00,-1676.00,11834.17,0.00
303,0,3.00,-49.00,12839.00,0.00
304,0,2.00,1594.00,25274.50,0.00
305,0,8.00,586.00,9317.25,0.00
306,0,6.00,-403.00,12815.83,0.00
307,0,3.00,-109.00,21407.67,0.00
308,0,6.00,370.00,12925.33,0.00
309,0,4.00,312.00,22769.50,0.00
310,0,4.00,367.00,18071.75,0.00
311,0,5.00,1214.00,17300.00,0.00
312,0,2.00,-695.00,35878.50,0.00
313,0,6.00,-817.00,15477.50,0.00
314,0,2.00,-143.00,39877.50,0.00
315,0,8.00,-558.00,11862.25,0.00
316,0,4.00,-24.00,21612.75,0.00
317,1,7.00,1105.00,10610.43,0.00
318,0,1.00,-206.00,79732.00,0.00
319,1,3.00,496.00,15851.67,0.00
320,0,6.00,-440.00,15413.67,0.00
321,0,2.00,216.00,44021.00,0.00
322,0,4.00,-595.00,24578.75,0.00
323,0,7.00,-685.00,11777.71,0.00
324,0,4.00,515.00,24398.25,0.00
325,0,2.00,19.00,27348.00,0.00
326,1,2.00,168.00,30592.00,0.00
327,0,5.00,-247.00,14231.60,0.00
328,0,1.00,-1486.00,80120.00,0.00
329,0,6.00,441.00,12855.83,1.00
330,0,3.00,-356.00,31401.00,0.00
331,0,2.00,-556.00,24704.00,0.00
332,0,2.00,469.00,16356.50,0.00
333,0,6.00,-1131.00,13407.33,0.00
334,0,1.00,-1037.00,60559.00,0.00
335,0,5.00,-393.00,17890.40,0.00
336,0,5.00,470.00,19464.00,0.00
337,0,2.00,-657.00,31728.00,0.00
338,0,6.00,33.00,14577.17,0.00
339,0,4.00,28.00,22767.75,0.00
340,0,3.00,267.00,23343.00,0.00
341,1,1.00,-498.00,62846.00,0.00
342,0,2.00,-608.00,22140.50,0.00
343,0,6.00,-286.00,10010.00,0.00
344,0,7.00,-320.00,7503.71,0.00
345,0,3.00,348.00,28347.33,0.00
346,0,5.00,1260.00,16627.00,0.00
347,0,5.00,-124.00,21467.40,0.00
348,0,3.00,134.00,25632.67,0.00
349,0,4.00,-366.00,17413.50,0.00
350,0,4.00,461.00,18546.75,0.00
351,0,5.00,-188.00,15201.40,0.00
352,0,6.00,58.00,12646.33,0.00
353,0,5.00,-284.00,8887.40,0.00
354,0,4.00,-169.00,21959.75,0.00
355,0,4.00,278.00,20561.50,0.00
356,0,4.00,-648.00,16570.50,0.00
357,0,5.00,224.00,17680.00,0.00
358,1,7.00,-460.00,10950.00,0.00
359,0,2.00,-142.00,30443.00,0.00
360,0,3.00,419.00,25313.33,0.00
361,0,4.00,-774.00,14009.75,0.00
362,0,6.00,417.00,8182.83,0.00
363,0,2.00,-1438.00,25563.50,0.00
364,0,4.00,350.00,19424.25,0.00
365,0,5.00,-834.00,14443.20,0.00
366,1,7.00,-213.00,12286.14,0.00
367,0,9.00,-41.00,5224.33,0.00
368,0,3.00,-345.00,22250.00,0.00
369,0,3.00,-764.00,25455.00,0.00
370,0,4.00,645.00,24589.50,0.00
371,0,4.00,-383.00,17580.50,0.00
372,0,3.00,136.00,29700.00,0.00
373,0,7.00,-523.00,10220.29,0.00
374,0,2.00,427.00,36701.00,0.00
375,0,7.00,-120.00,13986.00,0.00
376,0,4.00,-850.00,8167.75,0.00
377,0,4.00,175.00,22354.25,0.00
378,0,2.00,-2185.00,17827.50,0.00
379,0,3.00,-196.00,13636.33,0.00
380,0,5.00,216.00,14173.60,0.00
381,0,2.00,544.00,25562.50,0.00
382,0,8.00,-190.00,10792.63,0.00
383,0,2.00,545.00,27210.50,0.00
384,0,9.00,-309.00,5606.22,0.00
385,0,3.00,-777.00,27215.33,0.00
386,0,6.00,328.00,12880.17,0.00
387,0,4.00,-1421.00,15403.00,0.00
388,0,3.00,-441.00,25953.67,0.00
389,0,5.00,-187.00,15331.80,0.00
390,0,1.00,271.00,56849.00,0.00
391,0,4.00,-509.00,21186.75,0.00
392,0,2.00,-1443.00,36045.00,0.00
393,0,2.00,104.00,41410.00,0.00
394,0,7.00,161.00,11477.29,0.00
395,0,6.00,-43.00,17968.33,0.00
396,0,5.00,-612.00,22011.00,0.00
397,0,5.00,-430.00,13341.60,0.00
398,0,5.00,-20.00,10952.00,0.00
399,0,2.00,-127.00,36996.50,0.00
400,0,4.00,-401.00,16948.75,0.00
401,0,5.00,-69.00,14317.00,0.00
402,0,3.00,1283.00,25010.33,0.00
403,0,5.00,-1371.00,16523.40,0.00
404,0,4.00,-910.00,15579.00,0.00
405,0,7.00,-373.00,11556.57,0.00
406,0,6.00,-382.00,12524.83,0.00
407,0,4.00,-122.00,19178.00,0.00
408,0,6.00,-142.00,13534.83,0.00
409,0,4.00,-649.00,13697.50,0.00
410,0,3.00,-110.00,28823.67,0.00
411,0,7.00,173.00,12137.57,0.00
412,1,2.00,-609.00,39546.00,0.00
413,0,7.00,-403.00,10175.29,0.00
414,0,5.00,-254.00,5166.00,0.00
415,1,7.00,134.00,9162.71,0.00
416,1,4.00,428.00,16101.75,0.00
417,1,7.00,1915.00,13219.57,0.00
418,0,5.00,517.00,13548.80,0.00
419,0,5.00,-1112.00,19469.20,0.00
420,0,4.00,1450.00,23763.75,0.00
421,0,6.00,-646.00,10657.33,0.00
422,0,5.00,-552.00,16542.40,0.00
423,0,2.00,1067.00,41005.00,0.00
424,0,5.00,1417.00,14047.00,0.00
425,0,5.00,553.00,13339.80,0.00
426,0,5.00,-549.00,17299.00,0.00
428,0,4.00,-307.00,15632.25,0.00
429,0,3.00,-214.00,22824.33,0.00
430,0,4.00,275.00,10139.00,0.00
431,0,6.00,339.00,11657.67,0.00
432,1,2.00,0.00,40929.00,0.00
433,0,5.00,0.00,16367.00,0.00
434,1,6.00,0.00,14271.50,0.00
435,0,5.00,1277.00,10658.40,0.00
436,1,4.00,282.00,20132.75,0.00
437,0,4.00,910.00,18394.00,0.00
438,0,5.00,235.00,12304.80,0.00
439,1,7.00,0.00,9197.29,0.00
440,1,4.00,335.00,20501.75,0.00
441,0,6.00,1051.00,15942.83,0.00
442,0,2.00,-464.00,23831.00,0.00
443,1,7.00,-770.00,10030.57,0.00
444,1,3.00,0.00,29746.67,0.00
445,1,3.00,1058.00,29916.67,0.00
446,0,3.00,-531.00,15197.67,0.00
447,0,2.00,-318.00,25305.00,0.00
448,0,2.00,834.00,27922.00,0.00
449,0,4.00,-284.00,15526.75,0.00
450,0,2.00,41.00,29101.50,0.00
451,0,2.00,-358.00,32855.50,0.00
452,0,4.00,-451.00,22088.25,0.00
453,0,3.00,2487.00,25892.67,0.00
454,0,3.00,1136.00,20737.33,0.00
455,0,3.00,-176.00,25434.00,0.00
456,1,5.00,45.00,14746.20,0.00
457,1,5.00,-16.00,18377.60,0.00
458,1,6.00,-396.00,7706.17,0.00
459,0,4.00,1501.00,17205.00,0.00
460,0,3.00,603.00,19878.00,0.00
461,0,5.00,57.00,14085.00,0.00
462,0,3.00,-382.00,21253.67,0.00
463,1,6.00,-30.00,14696.00,0.00
464,1,7.00,58.00,10787.57,0.00
465,0,3.00,236.00,20375.33,0.00
466,0,7.00,-111.00,10590.57,0.00
467,1,6.00,105.00,11798.00,0.00
468,0,5.00,-1991.00,12567.60,0.00
469,0,4.00,0.00,18908.75,0.00
470,0,5.00,-113.00,19403.20,0.00
471,0,2.00,-410.00,34985.50,0.00
472,0,2.00,1512.00,31514.50,0.00
473,0,4.00,1863.00,20176.50,0.00
474,0,3.00,-465.00,16598.00,0.00
475,0,4.00,476.00,19858.75,0.00
476,0,4.00,-87.00,14169.00,0.00
477,1,5.00,0.00,13677.40,0.00
478,0,5.00,467.00,11218.40,1.00
479,0,8.00,62.00,11009.00,0.00
480,1,3.00,-227.00,17071.67,0.00
481,1,4.00,0.00,18520.00,0.00
482,0,5.00,2351.00,10911.60,0.00
483,1,2.00,0.00,36017.50,0.00
484,1,3.00,-243.00,20019.67,0.00
485,0,5.00,69.00,11197.20,0.00
486,1,2.00,59.00,33289.00,0.00
487,1,5.00,244.00,16372.40,0.00
488,1,5.00,174.00,14738.60,0.00
489,0,4.00,326.00,13630.50,0.00
490,1,4.00,0.00,19364.00,0.00
491,1,4.00,600.00,13572.50,0.00
492,0,6.00,1001.00,13084.67,0.00
493,0,2.00,-194.00,31854.50,0.00
494,0,3.00,-184.00,24461.00,0.00
495,1,6.00,0.00,9011.50,0.00
496,0,6.00,-318.00,15107.17,0.00
497,1,6.00,0.00,11567.83,0.00
498,0,6.00,112.00,13017.67,0.00
499,0,8.00,-88.00,5589.63,0.00
500,0,4.00,1124.00,16014.00,0.00
501,0,8.00,-37.00,9784.75,0.00
502,0,5.00,975.00,17574.60,0.00
503,1,6.00,0.00,15305.00,0.00
504,0,5.00,1090.00,17371.60,0.00
505,0,3.00,639.00,26286.33,1.00
506,0,4.00,0.00,19708.00,0.00
507,0,3.00,358.00,19194.33,0.00
508,0,5.00,1582.00,12887.20,0.00
509,0,6.00,664.00,11035.33,0.00
510,0,5.00,101.00,15723.20,0.00
511,0,3.00,1879.00,17928.67,0.00
512,1,6.00,0.00,15479.50,0.00
513,0,2.00,501.00,43406.00,0.00
514,1,6.00,0.00,13730.33,0.00
515,0,4.00,369.00,15939.00,0.00
516,1,2.00,0.00,36334.00,0.00
517,0,5.00,0.00,15642.60,0.00
518,0,5.00,-134.00,16597.80,0.00
519,0,3.00,582.00,19632.33,0.00
520,1,4.00,0.00,18711.00,0.00
521,1,6.00,0.00,10622.00,0.00
522,0,5.00,131.00,14737.60,0.00
523,0,2.00,626.00,36424.50,0.00
524,0,2.00,0.00,43729.50,0.00
525,0,6.00,1224.00,15962.67,0.00
526,0,3.00,1066.00,24877.67,0.00
527,0,2.00,491.00,26581.50,0.00
528,0,5.00,-415.00,14361.80,0.00
529,0,3.00,756.00,20281.00,0.00
530,1,6.00,0.00,6565.00,0.00
531,0,5.00,43.00,14221.00,0.00
532,0,3.00,897.00,24671.33,0.00
533,1,2.00,0.00,37805.50,0.00
534,1,8.00,0.00,7125.00,0.00
535,0,5.00,100.00,11258.00,0.00
536,0,4.00,108.00,16648.50,0.00
537,1,3.00,0.00,23408.00,0.00
538,0,3.00,-495.00,16643.33,0.00
539,1,6.00,0.00,13431.50,0.00
540,1,3.00,0.00,19144.33,0.00
541,0,4.00,1081.00,15464.00,0.00
542,0,2.00,682.00,32807.50,1.00
543,0,4.00,936.00,20906.00,0.00
544,0,4.00,57.00,20412.75,0.00
545,0,3.00,658.00,24077.33,0.00
546,0,7.00,464.00,5978.86,0.00
547,1,4.00,12.00,15192.50,0.00
548,0,5.00,212.00,15683.20,0.00
549,0,3.00,230.00,26206.33,1.00
550,0,4.00,-66.00,21545.50,0.00
551,0,3.00,-31.00,27870.00,0.00
552,1,4.00,-230.00,20338.00,0.00
553,0,2.00,148.00,28144.50,0.00
554,1,4.00,0.00,16808.50,0.00
555,0,6.00,274.00,12435.67,0.00
556,0,3.00,629.00,22469.00,0.00
557,1,7.00,0.00,12599.00,0.00
558,0,5.00,211.00,17652.60,0.00
559,0,4.00,34.00,12755.75,0.00
560,0,2.00,827.00,42682.00,0.00
561,0,6.00,-40.00,11446.33,0.00
562,0,4.00,784.00,18578.00,0.00
563,0,3.00,305.00,21497.33,0.00
564,0,4.00,-104.00,13849.00,0.00
565,0,4.00,-69.00,21564.50,0.00
566,0,6.00,-290.00,13504.17,0.00
567,0,3.00,-448.00,24513.00,0.00
568,0,6.00,234.00,9489.00,0.00
569,1,7.00,-184.00,9507.14,0.00
570,0,4.00,-48.00,8694.25,0.00
571,0,6.00,442.00,9149.00,0.00
572,0,3.00,127.00,16945.00,0.00
573,0,4.00,435.00,10924.25,0.00
574,0,5.00,754.00,13126.00,0.00
575,0,3.00,225.00,13459.67,0.00
576,0,4.00,271.00,16266.25,0.00
577,0,4.00,666.00,17224.75,0.00
578,0,4.00,-243.00,20794.00,0.00
579,0,2.00,-20.00,29999.00,0.00
580,0,3.00,360.00,19026.67,0.00
581,0,6.00,-268.00,13927.17,0.00
582,0,4.00,304.00,17709.50,1.00
583,0,2.00,203.00,36274.50,0.00
584,1,4.00,204.00,15312.75,0.00
585,1,5.00,328.00,15081.20,0.00
586,0,6.00,130.00,13950.50,0.00
587,0,5.00,-232.00,16167.60,0.00
588,0,6.00,114.00,13170.00,0.00
589,1,5.00,0.00,12387.00,0.00
590,0,6.00,88.00,7363.83,0.00
591,0,5.00,-221.00,16060.60,0.00
592,0,5.00,819.00,12754.80,0.00
593,0,4.00,1498.00,13931.75,0.00
594,0,4.00,314.00,14656.50,0.00
595,0,4.00,-361.00,22175.00,0.00
596,0,6.00,62.00,9376.50,0.00
597,0,5.00,-5.00,15865.60,0.00
598,0,4.00,-676.00,10639.50,0.00
599,1,5.00,494.00,16932.60,0.00
600,0,3.00,-558.00,24053.00,0.00
601,0,5.00,1004.00,17634.00,1.00
602,1,5.00,0.00,16512.80,0.00
603,0,6.00,512.00,10245.83,0.00
604,0,4.00,721.00,17491.75,0.00
605,1,5.00,1318.00,13182.20,0.00
606,1,7.00,499.00,6664.00,0.00
607,0,8.00,1553.00,11806.50,0.00
608,1,9.00,-120.00,7331.00,0.00
609,0,6.00,-777.00,12498.33,0.00
610,1,4.00,0.00,21836.00,0.00
611,0,6.00,465.00,13189.67,0.00
612,0,5.00,342.00,14146.80,0.00
613,0,4.00,263.00,17093.25,0.00
614,0,4.00,301.00,14594.50,0.00
615,0,4.00,-766.00,14935.25,0.00
616,0,5.00,1201.00,19525.40,0.00
617,0,4.00,243.00,21973.00,0.00
618,1,5.00,85.00,15240.60,0.00
619,0,6.00,174.00,11642.83,0.00
620,0,6.00,345.00,12663.67,0.00
621,0,7.00,29.00,13914.14,0.00
622,0,8.00,-120.00,11983.00,0.00
623,1,5.00,-388.00,10607.00,0.00
624,0,7.00,745.00,10903.14,0.00
625,0,5.00,-44.00,12307.60,0.00
626,0,6.00,27.00,12442.50,0.00
627,0,5.00,-203.00,16508.60,0.00
628,0,4.00,63.00,15650.50,0.00
629,0,4.00,-364.00,20033.75,0.00
630,0,4.00,777.00,15517.50,0.00
631,0,5.00,23.00,15574.00,0.00
632,0,4.00,763.00,20317.50,0.00
633,0,3.00,384.00,20134.33,0.00
634,1,5.00,0.00,16299.00,0.00
635,1,8.00,0.00,11532.88,0.00
636,0,9.00,475.00,10078.11,0.00
637,0,4.00,1212.00,17785.50,0.00
638,0,3.00,-487.00,25748.67,0.00
639,0,5.00,-115.00,19468.20,0.00
640,0,8.00,269.00,4357.25,0.00
641,0,9.00,1115.00,9819.89,0.00
642,0,6.00,-436.00,5682.50,0.00
643,1,5.00,0.00,12393.20,0.00
644,0,4.00,245.00,17573.75,0.00
645,0,4.00,680.00,21551.00,0.00
646,0,5.00,573.00,10451.40,0.00
647,0,8.00,199.00,9341.75,0.00
