RefId,IsBadBuy,VehicleAge,PriceDifferential,UsageIntensity,IsManual
414,0,5.0,-254.0,5166.0,0.0
415,1,7.0,134.0,9162.71,0.0
416,1,4.0,428.0,16101.75,0.0
417,1,7.0,1915.0,13219.57,0.0
418,0,5.0,517.0,13548.8,0.0
419,0,5.0,-1112.0,19469.2,0.0
420,0,4.0,1450.0,23763.75,0.0
421,0,6.0,-646.0,10657.33,0.0
422,0,5.0,-552.0,16542.4,0.0
423,0,2.0,1067.0,41005.0,0.0
424,0,5.0,1417.0,14047.0,0.0
425,0,5.0,553.0,13339.8,0.0
426,0,5.0,-549.0,17299.0,0.0
428,0,4.0,-307.0,15632.25,0.0
429,0,3.0,-214.0,22824.33,0.0
430,0,4.0,275.0,10139.0,0.0
431,0,6.0,339.0,11657.67,0.0
432,1,2.0,0.0,40929.0,0.0
433,0,5.0,0.0,16367.0,0.0
434,1,6.0,0.0,14271.5,0.0
435,0,5.0,1277.0,10658.4,0.0
436,1,4.0,282.0,20132.75,0.0
437,0,4.0,910.0,18394.0,0.0
438,0,5.0,235.0,12304.8,0.0
439,1,7.0,0.0,9197.29,0.0
440,1,4.0,335.0,20501.75,0.0
441,0,6.0,1051.0,15942.83,0.0
442,0,2.0,-464.0,23831.0,0.0
443,1,7.0,-770.0,10030.57,0.0
444,1,3.0,0.0,29746.67,0.0
445,1,3.0,1058.0,29916.67,0.0
446,0,3.0,-531.0,15197.67,0.0
447,0,2.0,-318.0,25305.0,0.0
448,0,2.0,834.0,27922.0,0.0
449,0,4.0,-284.0,15526.75,0.0
450,0,2.0,41.0,29101.5,0.0
451,0,2.0,-358.0,32855.5,0.0
452,0,4.0,-451.0,22088.25,0.0
453,0,3.0,2487.0,25892.67,0.0
454,0,3.0,1136.0,20737.33,0.0
455,0,3.0,-176.0,25434.0,0.0
456,1,5.0,45.0,14746.2,0.0
457,1,5.0,-16.0,18377.6,0.0
458,1,6.0,-396.0,7706.17,0.0
459,0,4.0,1501.0,17205.0,0.0
460,0,3.0,603.0,19878.0,0.0
461,0,5.0,57.0,14085.0,0.0
462,0,3.0,-382.0,21253.67,0.0
463,1,6.0,-30.0,14696.0,0.0
464,1,7.0,58.0,10787.57,0.0
465,0,3.0,236.0,20375.33,0.0
466,0,7.0,-111.0,10590.57,0.0
467,1,6.0,105.0,11798.0,0.0
468,0,5.0,-1991.0,12567.6,0.0
469,0,4.0,0.0,18908.75,0.0
470,0,5.0,-113.0,19403.2,0.0
471,0,2.0,-410.0,34985.5,0.0
472,0,2.0,1512.0,31514.5,0.0
473,0,4.0,1863.0,20176.5,0.0
474,0,3.0,-465.0,16598.0,0.0
475,0,4.0,476.0,19858.75,0.0
476,0,4.0,-87.0,14169.0,0.0
477,1,5.0,0.0,13677.4,0.0
478,0,5.0,467.0,11218.4,1.0
479,0,8.0,62.0,11009.0,0.0
480,1,3.0,-227.0,17071.67,0.0
481,1,4.0,0.0,18520.0,0.0
482,0,5.0,2351.0,10911.6,0.0
483,1,2.0,0.0,36017.5,0.0
484,1,3.0,-243.0,20019.67,0.0
485,0,5.0,69.0,11197.2,0.0
486,1,2.0,59.0,33289.0,0.0
487,1,5.0,244.0,16372.4,0.0
488,1,5.0,174.0,14738.6,0.0
489,0,4.0,326.0,13630.5,0.0
490,1,4.0,0.0,19364.0,0.0
491,1,4.0,600.0,13572.5,0.0
492,0,6.0,1001.0,13084.67,0.0
493,0,2.0,-194.0,31854.5,0.0
494,0,3.0,-184.0,24461.0,0.0
495,1,6.0,0.0,9011.5,0.0
496,0,6.0,-318.0,15107.17,0.0
497,1,6.0,0.0,11567.83,0.0
498,0,6.0,112.0,13017.67,0.0
499,0,8.0,-88.0,5589.63,0.0
500,0,4.0,1124.0,16014.0,0.0
501,0,8.0,-37.0,9784.75,0.0
502,0,5.0,975.0,17574.6,0.0
503,1,6.0,0.0,15305.0,0.0
504,0,5.0,1090.0,17371.6,0.0
505,0,3.0,639.0,26286.33,1.0
506,0,4.0,0.0,19708.0,0.0
507,0,3.0,358.0,19194.33,0.0
508,0,5.0,1582.0,12887.2,0.0
509,0,6.0,664.0,11035.33,0.0
510,0,5.0,101.0,15723.2,0.0
511,0,3.0,1879.0,17928.67,0.0
512,1,6.0,0.0,15479.5,0.0
513,0,2.0,501.0,43406.0,0.0
514,1,6.0,0.0,13730.33,0.0
515,0,4.0,369.0,15939.0,0.0
516,1,2.0,0.0,36334.0,0.0
517,0,5.0,0.0,15642.6,0.0
518,0,5.0,-134.0,16597.8,0.0
519,0,3.0,582.0,19632.33,0.0
520,1,4.0,0.0,18711.0,0.0
521,1,6.0,0.0,10622.0,0.0
522,0,5.0,131.0,14737.6,0.0
523,0,2.0,626.0,36424.5,0.0
524,0,2.0,0.0,43729.5,0.0
525,0,6.0,1224.0,15962.67,0.0
526,0,3.0,1066.0,24877.67,0.0
527,0,2.0,491.0,26581.5,0.0
528,0,5.0,-415.0,14361.8,0.0
529,0,3.0,756.0,20281.0,0.0
530,1,6.0,0.0,6565.0,0.0
531,0,5.0,43.0,14221.0,0.0
532,0,3.0,897.0,24671.33,0.0
533,1,2.0,0.0,37805.5,0.0
534,1,8.0,0.0,7125.0,0.0
535,0,5.0,100.0,11258.0,0.0
536,0,4.0,108.0,16648.5,0.0
537,1,3.0,0.0,23408.0,0.0
538,0,3.0,-495.0,16643.33,0.0
539,1,6.0,0.0,13431.5,0.0
540,1,3.0,0.0,19144.33,0.0
541,0,4.0,1081.0,15464.0,0.0
542,0,2.0,682.0,32807.5,1.0
543,0,4.0,936.0,20906.0,0.0
544,0,4.0,57.0,20412.75,0.0
545,0,3.0,658.0,24077.33,0.0
546,0,7.0,464.0,5978.86,0.0
547,1,4.0,12.0,15192.5,0.0
548,0,5.0,212.0,15683.2,0.0
549,0,3.0,230.0,26206.33,1.0
550,0,4.0,-66.0,21545.5,0.0
551,0,3.0,-31.0,27870.0,0.0
552,1,4.0,-230.0,20338.0,0.0
553,0,2.0,148.0,28144.5,0.0
554,1,4.0,0.0,16808.5,0.0
555,0,6.0,274.0,12435.67,0.0
556,0,3.0,629.0,22469.0,0.0
557,1,7.0,0.0,12599.0,0.0
558,0,5.0,211.0,17652.6,0.0
559,0,4.0,34.0,12755.75,0.0
560,0,2.0,827.0,42682.0,0.0
561,0,6.0,-40.0,11446.33,0.0
562,0,4.0,784.0,18578.0,0.0
563,0,3.0,305.0,21497.33,0.0
564,0,4.0,-104.0,13849.0,0.0
565,0,4.0,-69.0,21564.5,0.0
566,0,6.0,-290.0,13504.17,0.0
567,0,3.0,-448.0,24513.0,0.0
568,0,6.0,234.0,9489.0,0.0
569,1,7.0,-184.0,9507.14,0.0
570,0,4.0,-48.0,8694.25,0.0
571,0,6.0,442.0,9149.0,0.0
572,0,3.0,127.0,16945.0,0.0
573,0,4.0,435.0,10924.25,0.0
574,0,5.0,754.0,13126.0,0.0
575,0,3.0,225.0,13459.67,0.0
576,0,4.0,271.0,16266.25,0.0
577,0,4.0,666.0,17224.75,0.0
578,0,4.0,-243.0,20794.0,0.0
579,0,2.0,-20.0,29999.0,0.0
580,0,3.0,360.0,19026.67,0.0
581,0,6.0,-268.0,13927.17,0.0
582,0,4.0,304.0,17709.5,1.0
583,0,2.0,203.0,36274.5,0.0
584,1,4.0,204.0,15312.75,0.0
585,1,5.0,328.0,15081.2,0.0
586,0,6.0,130.0,13950.5,0.0
587,0,5.0,-232.0,16167.6,0.0
588,0,6.0,114.0,13170.0,0.0
589,1,5.0,0.0,12387.0,0.0
590,0,6.0,88.0,7363.83,0.0
591,0,5.0,-221.0,16060.6,0.0
592,0,5.0,819.0,12754.8,0.0
593,0,4.0,1498.0,13931.75,0.0
594,0,4.0,314.0,14656.5,0.0
595,0,4.0,-361.0,22175.0,0.0
596,0,6.0,62.0,9376.5,0.0
597,0,5.0,-5.0,15865.6,0.0
598,0,4.0,-676.0,10639.5,0.0
599,1,5.0,494.0,16932.6,0.0
600,0,3.0,-558.0,24053.0,0.0
601,0,5.0,1004.0,17634.0,1.0
602,1,5.0,0.0,16512.8,0.0
603,0,6.0,512.0,10245.83,0.0
604,0,4.0,721.0,17491.75,0.0
605,1,5.0,1318.0,13182.2,0.0
606,1,7.0,499.0,6664.0,0.0
607,0,8.0,1553.0,11806.5,0.0
608,1,9.0,-120.0,7331.0,0.0
609,0,6.0,-777.0,12498.33,0.0
610,1,4.0,0.0,21836.0,0.0
611,0,6.0,465.0,13189.67,0.0
612,0,5.0,342.0,14146.8,0.0
613,0,4.0,263.0,17093.25,0.0
614,0,4.0,301.0,14594.5,0.0
615,0,4.0,-766.0,14935.25,0.0
616,0,5.0,1201.0,19525.4,0.0
617,0,4.0,243.0,21973.0,0.0
618,1,5.0,85.0,15240.6,0.0
619,0,6.0,174.0,11642.83,0.0
620,0,6.0,345.0,12663.67,0.0
621,0,7.0,29.0,13914.14,0.0
622,0,8.0,-120.0,11983.0,0.0
623,1,5.0,-388.0,10607.0,0.0
624,0,7.0,745.0,10903.14,0.0
625,0,5.0,-44.0,12307.6,0.0
626,0,6.0,27.0,12442.5,0.0
627,0,5.0,-203.0,16508.6,0.0
628,0,4.0,63.0,15650.5,0.0
629,0,4.0,-364.0,20033.75,0.0
630,0,4.0,777.0,15517.5,0.0
631,0,5.0,23.0,15574.0,0.0
632,0,4.0,763.0,20317.5,0.0
633,0,3.0,384.0,20134.33,0.0
634,1,5.0,0.0,16299.0,0.0
635,1,8.0,0.0,11532.88,0.0
636,0,9.0,475.0,10078.11,0.0
637,0,4.0,1212.0,17785.5,0.0
638,0,3.0,-487.0,25748.67,0.0
639,0,5.0,-115.0,19468.2,0.0
640,0,8.0,269.0,4357.25,0.0
641,0,9.0,1115.0,9819.89,0.0
642,0,6.0,-436.0,5682.5,0.0
643,1,5.0,0.0,12393.2,0.0
644,0,4.0,245.0,17573.75,0.0
645,0,4.0,680.0,21551.0,0.0
646,0,5.0,573.0,10451.4,0.0
647,0,8.0,199.0,9341.75,0.0
